unified_customer_id,full_name,city,age,hdbank_customer_id,vietjetair_customer_id,hdbank_segment,preferred_channel,monthly_income,credit_score,has_credit_card,membership_tier,home_airport,email_opt_in,shared_customer,has_hdbank,has_vietjetair
U-0332,Vu Minh,Ha Noi,32,CUS-0332,CUS-0332,YOUNG_FAMILY,APP,46000000.00,806,false,SKYJOY_RED,SGN,true,true,true,true
U-0333,Le Chi,Da Nang,24,CUS-0333,CUS-0333,YOUNG_FAMILY,SMS,50000000.00,817,true,SKYJOY_RED,SGN,true,true,true,true
U-0334,Nguyen Bao,Nha Trang,29,CUS-0334,CUS-0334,YOUNG_FAMILY,APP,33000000.00,760,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0335,Nguyen Lan,Can Tho,28,CUS-0335,CUS-0335,EMERGING_AFFLUENT,APP,107000000.00,655,true,SKYJOY_PLATINUM,CXR,true,true,true,true
U-0336,Tran Lan,Ho Chi Minh City,28,CUS-0336,CUS-0336,YOUNG_FAMILY,APP,43000000.00,819,true,SKYJOY_RED,HAN,true,true,true,true
U-0337,Phan Lan,Ha Noi,24,CUS-0337,CUS-0337,YOUNG_FAMILY,BRANCH,106000000.00,743,true,SKYJOY_RED,SGN,false,true,true,true
U-0338,Bui Thao,Ha Noi,27,CUS-0338,CUS-0338,AFFLUENT,SMS,30000000.00,685,true,SKYJOY_RED,DAD,true,true,true,true
U-0339,Nguyen Chi,Ha Noi,24,CUS-0339,CUS-0339,EMERGING_AFFLUENT,APP,104000000.00,700,true,SKYJOY_RED,SGN,true,true,true,true
U-0340,Le Giang,Da Nang,44,CUS-0340,CUS-0340,YOUNG_FAMILY,BRANCH,52000000.00,807,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0341,Phan Quang,Da Nang,46,CUS-0341,CUS-0341,YOUNG_FAMILY,SMS,101000000.00,824,true,SKYJOY_RED,SGN,false,true,true,true
U-0342,Le Chi,Can Tho,59,CUS-0342,CUS-0342,YOUNG_FAMILY,SMS,104000000.00,732,true,SKYJOY_RED,DAD,true,true,true,true
U-0343,Le Thao,Can Tho,29,CUS-0343,CUS-0343,YOUNG_FAMILY,APP,26000000.00,686,true,SKYJOY_RED,CXR,true,true,true,true
U-0344,Bui Vy,Ha Noi,43,CUS-0344,CUS-0344,AFFLUENT,APP,111000000.00,683,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0345,Dang Bao,Ho Chi Minh City,32,CUS-0345,CUS-0345,YOUNG_FAMILY,SMS,39000000.00,639,true,SKYJOY_RED,DAD,false,true,true,true
U-0346,Nguyen Trang,Ha Noi,57,CUS-0346,CUS-0346,YOUNG_FAMILY,APP,48000000.00,640,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0347,Vu Quang,Da Nang,29,CUS-0347,CUS-0347,YOUNG_FAMILY,SMS,20000000.00,646,true,SKYJOY_RED,CXR,true,true,true,true
U-0348,Tran Lan,Hai Phong,57,CUS-0348,CUS-0348,SALARY_PLUS,SMS,76000000.00,707,true,SKYJOY_RED,HAN,false,true,true,true
U-0349,Huynh Tuan,Hai Phong,60,CUS-0349,CUS-0349,YOUNG_FAMILY,SMS,64000000.00,803,true,SKYJOY_RED,HAN,true,true,true,true
U-0350,Huynh Lan,Hai Phong,55,CUS-0350,CUS-0350,EMERGING_AFFLUENT,SMS,23000000.00,662,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0351,Bui Hanh,Ha Noi,29,CUS-0351,CUS-0351,YOUNG_FAMILY,APP,118000000.00,668,true,SKYJOY_RED,PQC,true,true,true,true
U-0352,Bui Chi,Can Tho,51,CUS-0352,CUS-0352,SALARY_PLUS,BRANCH,18000000.00,755,true,SKYJOY_RED,PQC,true,true,true,true
U-0353,Vu Trang,Ha Noi,59,CUS-0353,CUS-0353,SALARY_PLUS,SMS,34000000.00,646,true,SKYJOY_GOLD,DAD,true,true,true,true
U-0354,Phan Phuc,Hai Phong,37,CUS-0354,CUS-0354,EMERGING_AFFLUENT,APP,61000000.00,695,true,SKYJOY_RED,PQC,true,true,true,true
U-0355,Dang Lan,Nha Trang,57,CUS-0355,CUS-0355,EMERGING_AFFLUENT,SMS,88000000.00,781,true,SKYJOY_RED,DAD,true,true,true,true
U-0356,Le Giang,Hai Phong,56,CUS-0356,CUS-0356,EMERGING_AFFLUENT,SMS,115000000.00,710,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0357,Dang Lan,Can Tho,22,CUS-0357,CUS-0357,AFFLUENT,APP,36000000.00,633,true,SKYJOY_RED,HAN,false,true,true,true
U-0358,Hoang Dung,Ho Chi Minh City,40,CUS-0358,CUS-0358,SALARY_PLUS,SMS,22000000.00,711,false,SKYJOY_RED,CXR,false,true,true,true
U-0359,Dang Ngoc,Ha Noi,54,CUS-0359,CUS-0359,EMERGING_AFFLUENT,SMS,24000000.00,717,true,SKYJOY_PLATINUM,DAD,false,true,true,true
U-0360,Nguyen An,Nha Trang,38,CUS-0360,CUS-0360,SALARY_PLUS,APP,117000000.00,840,false,SKYJOY_GOLD,DAD,true,true,true,true
U-0361,Dang Hanh,Nha Trang,34,CUS-0361,CUS-0361,EMERGING_AFFLUENT,APP,105000000.00,639,true,SKYJOY_RED,CXR,true,true,true,true
U-0362,Nguyen Phuc,Da Nang,57,CUS-0362,CUS-0362,EMERGING_AFFLUENT,APP,92000000.00,836,true,SKYJOY_RED,HAN,true,true,true,true
U-0363,Huynh Bao,Nha Trang,61,CUS-0363,CUS-0363,EMERGING_AFFLUENT,APP,91000000.00,760,true,SKYJOY_GOLD,DAD,true,true,true,true
U-0364,Le Trang,Ho Chi Minh City,54,CUS-0364,CUS-0364,SALARY_PLUS,APP,86000000.00,723,true,SKYJOY_RED,HAN,true,true,true,true
U-0365,Huynh Minh,Da Nang,35,CUS-0365,CUS-0365,YOUNG_FAMILY,BRANCH,114000000.00,786,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0366,Bui Hoa,Ho Chi Minh City,42,CUS-0366,CUS-0366,YOUNG_FAMILY,BRANCH,32000000.00,718,true,SKYJOY_GOLD,SGN,false,true,true,true
U-0367,Huynh Trang,Hai Phong,50,CUS-0367,CUS-0367,YOUNG_FAMILY,APP,101000000.00,669,true,SKYJOY_RED,SGN,true,true,true,true
U-0368,Dang Tuan,Ho Chi Minh City,62,CUS-0368,CUS-0368,AFFLUENT,APP,98000000.00,818,true,SKYJOY_GOLD,SGN,true,true,true,true
U-0369,Phan Binh,Nha Trang,31,CUS-0369,CUS-0369,AFFLUENT,APP,60000000.00,629,true,SKYJOY_RED,DAD,true,true,true,true
U-0370,Bui Hoa,Da Nang,48,CUS-0370,CUS-0370,YOUNG_FAMILY,APP,69000000.00,730,true,SKYJOY_RED,SGN,true,true,true,true
U-0371,Bui Binh,Nha Trang,59,CUS-0371,CUS-0371,AFFLUENT,SMS,27000000.00,711,false,SKYJOY_RED,DAD,true,true,true,true
U-0372,Hoang Quang,Can Tho,47,CUS-0372,CUS-0372,AFFLUENT,APP,86000000.00,676,true,SKYJOY_RED,CXR,true,true,true,true
U-0373,Le Lan,Nha Trang,45,CUS-0373,CUS-0373,AFFLUENT,APP,89000000.00,656,true,SKYJOY_RED,CXR,true,true,true,true
U-0374,Dang Binh,Da Nang,35,CUS-0374,CUS-0374,EMERGING_AFFLUENT,APP,100000000.00,837,true,SKYJOY_RED,HAN,true,true,true,true
U-0375,Hoang Hanh,Ho Chi Minh City,33,CUS-0375,CUS-0375,AFFLUENT,SMS,88000000.00,738,true,SKYJOY_RED,SGN,true,true,true,true
U-0376,Pham Vy,Can Tho,43,CUS-0376,CUS-0376,EMERGING_AFFLUENT,APP,101000000.00,680,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0377,Vu Linh,Hai Phong,41,CUS-0377,CUS-0377,SALARY_PLUS,APP,64000000.00,826,true,SKYJOY_RED,SGN,true,true,true,true
U-0378,Pham Phuc,Da Nang,45,CUS-0378,CUS-0378,SALARY_PLUS,SMS,60000000.00,742,true,SKYJOY_RED,DAD,true,true,true,true
U-0379,Tran Giang,Nha Trang,60,CUS-0379,CUS-0379,AFFLUENT,SMS,35000000.00,757,true,SKYJOY_GOLD,SGN,true,true,true,true
U-0380,Nguyen Trang,Nha Trang,23,CUS-0380,CUS-0380,YOUNG_FAMILY,SMS,45000000.00,629,true,SKYJOY_RED,CXR,true,true,true,true
U-0381,Le Minh,Can Tho,36,CUS-0381,CUS-0381,EMERGING_AFFLUENT,APP,82000000.00,750,true,SKYJOY_RED,SGN,true,true,true,true
U-0382,Bui Giang,Hai Phong,30,CUS-0382,CUS-0382,YOUNG_FAMILY,APP,90000000.00,764,true,SKYJOY_PLATINUM,PQC,false,true,true,true
U-0383,Nguyen Hoa,Can Tho,36,CUS-0383,CUS-0383,AFFLUENT,APP,47000000.00,630,true,SKYJOY_RED,DAD,true,true,true,true
U-0384,Vu Bao,Ho Chi Minh City,42,CUS-0384,CUS-0384,AFFLUENT,SMS,84000000.00,782,false,SKYJOY_GOLD,DAD,true,true,true,true
U-0385,Bui Giang,Can Tho,46,CUS-0385,CUS-0385,EMERGING_AFFLUENT,APP,27000000.00,752,true,SKYJOY_PLATINUM,HAN,true,true,true,true
U-0386,Huynh Minh,Can Tho,52,CUS-0386,CUS-0386,AFFLUENT,APP,35000000.00,732,true,SKYJOY_RED,DAD,true,true,true,true
U-0387,Le Giang,Da Nang,60,CUS-0387,CUS-0387,AFFLUENT,SMS,71000000.00,827,true,SKYJOY_RED,PQC,true,true,true,true
U-0388,Bui Giang,Nha Trang,48,CUS-0388,CUS-0388,AFFLUENT,APP,34000000.00,766,true,SKYJOY_RED,CXR,true,true,true,true
U-0389,Bui Dung,Ho Chi Minh City,32,CUS-0389,CUS-0389,EMERGING_AFFLUENT,BRANCH,84000000.00,723,true,SKYJOY_RED,SGN,false,true,true,true
U-0390,Hoang Binh,Ha Noi,50,CUS-0390,CUS-0390,YOUNG_FAMILY,SMS,39000000.00,676,false,SKYJOY_GOLD,CXR,true,true,true,true
U-0391,Le Trang,Da Nang,32,CUS-0391,CUS-0391,EMERGING_AFFLUENT,BRANCH,94000000.00,771,true,SKYJOY_RED,HAN,true,true,true,true
U-0392,Pham Trang,Hai Phong,48,CUS-0392,CUS-0392,SALARY_PLUS,APP,40000000.00,741,false,SKYJOY_GOLD,CXR,true,true,true,true
U-0393,Tran Binh,Can Tho,30,CUS-0393,CUS-0393,AFFLUENT,SMS,117000000.00,793,true,SKYJOY_RED,DAD,false,true,true,true
U-0394,Dang Phuc,Ha Noi,52,CUS-0394,CUS-0394,YOUNG_FAMILY,APP,120000000.00,809,false,SKYJOY_GOLD,CXR,true,true,true,true
U-0395,Le Khanh,Can Tho,36,CUS-0395,CUS-0395,AFFLUENT,APP,87000000.00,724,true,SKYJOY_RED,SGN,true,true,true,true
U-0396,Tran Trang,Ho Chi Minh City,46,CUS-0396,CUS-0396,SALARY_PLUS,SMS,58000000.00,724,true,SKYJOY_RED,CXR,true,true,true,true
U-0397,Dang Phuc,Hai Phong,45,CUS-0397,CUS-0397,EMERGING_AFFLUENT,BRANCH,68000000.00,813,true,SKYJOY_RED,CXR,true,true,true,true
U-0398,Huynh Tuan,Hai Phong,52,CUS-0398,CUS-0398,EMERGING_AFFLUENT,BRANCH,91000000.00,708,false,SKYJOY_RED,HAN,false,true,true,true
U-0399,Tran Hoa,Can Tho,32,CUS-0399,CUS-0399,AFFLUENT,APP,69000000.00,821,true,SKYJOY_RED,SGN,true,true,true,true
U-0400,Nguyen Binh,Ha Noi,52,CUS-0400,CUS-0400,YOUNG_FAMILY,APP,51000000.00,676,true,SKYJOY_GOLD,PQC,false,true,true,true
U-0401,Phan Trang,Da Nang,60,CUS-0401,CUS-0401,AFFLUENT,BRANCH,40000000.00,783,true,SKYJOY_RED,CXR,true,true,true,true
U-0402,Nguyen Trang,Hai Phong,36,CUS-0402,CUS-0402,SALARY_PLUS,SMS,64000000.00,681,true,SKYJOY_PLATINUM,SGN,false,true,true,true
U-0403,Phan Minh,Nha Trang,47,CUS-0403,CUS-0403,YOUNG_FAMILY,APP,84000000.00,623,true,SKYJOY_RED,SGN,true,true,true,true
U-0404,Dang Vy,Da Nang,44,CUS-0404,CUS-0404,EMERGING_AFFLUENT,APP,42000000.00,736,false,SKYJOY_RED,DAD,true,true,true,true
U-0405,Dang Chi,Hai Phong,26,CUS-0405,CUS-0405,EMERGING_AFFLUENT,APP,32000000.00,825,true,SKYJOY_RED,CXR,true,true,true,true
U-0406,Bui Khanh,Nha Trang,50,CUS-0406,CUS-0406,YOUNG_FAMILY,APP,116000000.00,682,true,SKYJOY_PLATINUM,PQC,true,true,true,true
U-0407,Bui An,Can Tho,29,CUS-0407,CUS-0407,EMERGING_AFFLUENT,APP,99000000.00,821,false,SKYJOY_GOLD,HAN,true,true,true,true
U-0408,Phan Minh,Hai Phong,56,CUS-0408,CUS-0408,AFFLUENT,SMS,51000000.00,683,true,SKYJOY_RED,DAD,true,true,true,true
U-0409,Le Thao,Da Nang,44,CUS-0409,CUS-0409,SALARY_PLUS,SMS,52000000.00,666,false,SKYJOY_GOLD,HAN,true,true,true,true
U-0410,Pham Hoa,Nha Trang,37,CUS-0410,CUS-0410,EMERGING_AFFLUENT,APP,43000000.00,833,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0411,Tran Binh,Nha Trang,53,CUS-0411,CUS-0411,AFFLUENT,SMS,87000000.00,630,false,SKYJOY_RED,DAD,true,true,true,true
U-0412,Bui Khanh,Can Tho,33,CUS-0412,CUS-0412,EMERGING_AFFLUENT,APP,114000000.00,767,true,SKYJOY_RED,PQC,true,true,true,true
U-0413,Dang Bao,Hai Phong,44,CUS-0413,CUS-0413,YOUNG_FAMILY,SMS,117000000.00,664,true,SKYJOY_RED,CXR,true,true,true,true
U-0414,Nguyen An,Nha Trang,35,CUS-0414,CUS-0414,YOUNG_FAMILY,APP,59000000.00,712,true,SKYJOY_RED,CXR,true,true,true,true
U-0415,Hoang Thao,Hai Phong,43,CUS-0415,CUS-0415,EMERGING_AFFLUENT,APP,72000000.00,673,true,SKYJOY_GOLD,DAD,false,true,true,true
U-0416,Hoang Quang,Ha Noi,58,CUS-0416,CUS-0416,SALARY_PLUS,BRANCH,105000000.00,678,false,SKYJOY_GOLD,HAN,true,true,true,true
U-0417,Phan Hanh,Ha Noi,31,CUS-0417,CUS-0417,YOUNG_FAMILY,SMS,40000000.00,727,true,SKYJOY_PLATINUM,CXR,true,true,true,true
U-0418,Huynh Thao,Da Nang,38,CUS-0418,CUS-0418,AFFLUENT,APP,106000000.00,661,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0419,Tran Quang,Nha Trang,43,CUS-0419,CUS-0419,EMERGING_AFFLUENT,APP,89000000.00,762,false,SKYJOY_RED,SGN,true,true,true,true
U-0420,Huynh Hanh,Hai Phong,58,CUS-0420,CUS-0420,SALARY_PLUS,BRANCH,54000000.00,710,true,SKYJOY_RED,PQC,false,true,true,true
U-0421,Phan Lan,Can Tho,62,CUS-0421,CUS-0421,SALARY_PLUS,SMS,99000000.00,826,false,SKYJOY_RED,CXR,true,true,true,true
U-0422,Tran Binh,Ha Noi,43,CUS-0422,CUS-0422,SALARY_PLUS,APP,101000000.00,694,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0423,Vu Minh,Nha Trang,59,CUS-0423,CUS-0423,YOUNG_FAMILY,APP,41000000.00,838,true,SKYJOY_GOLD,DAD,false,true,true,true
U-0424,Tran Hanh,Ha Noi,47,CUS-0424,CUS-0424,AFFLUENT,APP,78000000.00,760,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0425,Tran Chi,Da Nang,61,CUS-0425,CUS-0425,SALARY_PLUS,APP,67000000.00,699,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0426,Le Trang,Ha Noi,23,CUS-0426,CUS-0426,AFFLUENT,SMS,59000000.00,741,true,SKYJOY_GOLD,DAD,true,true,true,true
U-0427,Le Tuan,Ha Noi,59,CUS-0427,CUS-0427,YOUNG_FAMILY,APP,99000000.00,764,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0428,Huynh Thao,Hai Phong,36,CUS-0428,CUS-0428,AFFLUENT,APP,64000000.00,725,true,SKYJOY_RED,SGN,true,true,true,true
U-0429,Le Minh,Da Nang,52,CUS-0429,CUS-0429,AFFLUENT,SMS,80000000.00,813,true,SKYJOY_RED,PQC,true,true,true,true
U-0430,Bui Hoa,Ho Chi Minh City,57,CUS-0430,CUS-0430,EMERGING_AFFLUENT,APP,89000000.00,731,true,SKYJOY_RED,PQC,true,true,true,true
U-0431,Pham Khanh,Ho Chi Minh City,49,CUS-0431,CUS-0431,SALARY_PLUS,APP,120000000.00,776,false,SKYJOY_GOLD,DAD,true,true,true,true
U-0432,Dang Khanh,Can Tho,34,CUS-0432,CUS-0432,AFFLUENT,APP,55000000.00,648,true,SKYJOY_GOLD,DAD,true,true,true,true
U-0433,Vu Hanh,Da Nang,23,CUS-0433,CUS-0433,SALARY_PLUS,APP,86000000.00,625,true,SKYJOY_RED,DAD,true,true,true,true
U-0434,Vu An,Ha Noi,27,CUS-0434,CUS-0434,SALARY_PLUS,APP,45000000.00,707,true,SKYJOY_GOLD,PQC,false,true,true,true
U-0435,Vu Bao,Da Nang,27,CUS-0435,CUS-0435,SALARY_PLUS,APP,117000000.00,720,true,SKYJOY_RED,HAN,false,true,true,true
U-0436,Hoang Ngoc,Ho Chi Minh City,29,CUS-0436,CUS-0436,SALARY_PLUS,APP,74000000.00,683,true,SKYJOY_RED,PQC,true,true,true,true
U-0437,Tran Trang,Nha Trang,35,CUS-0437,CUS-0437,YOUNG_FAMILY,APP,57000000.00,702,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0438,Hoang Thao,Nha Trang,41,CUS-0438,CUS-0438,SALARY_PLUS,APP,24000000.00,790,true,SKYJOY_RED,PQC,true,true,true,true
U-0439,Le Khanh,Hai Phong,29,CUS-0439,CUS-0439,YOUNG_FAMILY,SMS,19000000.00,630,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0440,Tran Hoa,Ha Noi,53,CUS-0440,CUS-0440,AFFLUENT,SMS,61000000.00,814,true,SKYJOY_RED,HAN,true,true,true,true
U-0441,Tran Dung,Can Tho,36,CUS-0441,CUS-0441,EMERGING_AFFLUENT,BRANCH,118000000.00,785,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0442,Nguyen Ngoc,Da Nang,30,CUS-0442,CUS-0442,EMERGING_AFFLUENT,SMS,80000000.00,800,true,SKYJOY_RED,PQC,true,true,true,true
U-0443,Le Tuan,Da Nang,42,CUS-0443,CUS-0443,YOUNG_FAMILY,APP,94000000.00,840,true,SKYJOY_RED,HAN,true,true,true,true
U-0444,Hoang Tuan,Da Nang,51,CUS-0444,CUS-0444,AFFLUENT,SMS,82000000.00,717,true,SKYJOY_PLATINUM,CXR,false,true,true,true
U-0445,Bui Hoa,Da Nang,26,CUS-0445,CUS-0445,YOUNG_FAMILY,APP,105000000.00,747,false,SKYJOY_RED,DAD,true,true,true,true
U-0446,Huynh Chi,Ho Chi Minh City,55,CUS-0446,CUS-0446,AFFLUENT,APP,34000000.00,665,false,SKYJOY_RED,PQC,true,true,true,true
U-0447,Nguyen Vy,Nha Trang,46,CUS-0447,CUS-0447,YOUNG_FAMILY,APP,107000000.00,771,true,SKYJOY_RED,CXR,true,true,true,true
U-0448,Nguyen Hanh,Nha Trang,53,CUS-0448,CUS-0448,AFFLUENT,APP,99000000.00,635,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0449,Nguyen Khanh,Hai Phong,24,CUS-0449,CUS-0449,AFFLUENT,SMS,27000000.00,675,false,SKYJOY_RED,HAN,true,true,true,true
U-0450,Pham Hanh,Hai Phong,37,CUS-0450,CUS-0450,SALARY_PLUS,APP,89000000.00,726,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0451,Vu Phuc,Ho Chi Minh City,32,CUS-0451,CUS-0451,SALARY_PLUS,APP,82000000.00,706,true,SKYJOY_RED,CXR,true,true,true,true
U-0452,Huynh Linh,Hai Phong,42,CUS-0452,CUS-0452,EMERGING_AFFLUENT,APP,99000000.00,730,false,SKYJOY_RED,HAN,true,true,true,true
U-0453,Pham Ngoc,Hai Phong,38,CUS-0453,CUS-0453,EMERGING_AFFLUENT,BRANCH,75000000.00,721,true,SKYJOY_RED,DAD,true,true,true,true
U-0454,Dang Dung,Da Nang,22,CUS-0454,CUS-0454,EMERGING_AFFLUENT,BRANCH,45000000.00,839,true,SKYJOY_GOLD,DAD,false,true,true,true
U-0455,Dang Tuan,Hai Phong,58,CUS-0455,CUS-0455,SALARY_PLUS,APP,76000000.00,711,true,SKYJOY_RED,CXR,true,true,true,true
U-0456,Hoang Lan,Ho Chi Minh City,58,CUS-0456,CUS-0456,YOUNG_FAMILY,APP,45000000.00,807,true,SKYJOY_RED,PQC,true,true,true,true
U-0457,Bui Chi,Hai Phong,41,CUS-0457,CUS-0457,AFFLUENT,SMS,91000000.00,717,true,SKYJOY_RED,DAD,true,true,true,true
U-0458,Phan Phuc,Ho Chi Minh City,36,CUS-0458,CUS-0458,AFFLUENT,APP,98000000.00,717,true,SKYJOY_RED,DAD,true,true,true,true
U-0459,Le Linh,Hai Phong,36,CUS-0459,CUS-0459,SALARY_PLUS,APP,111000000.00,720,false,SKYJOY_GOLD,CXR,true,true,true,true
U-0460,Pham Phuc,Da Nang,47,CUS-0460,CUS-0460,SALARY_PLUS,APP,28000000.00,741,true,SKYJOY_RED,PQC,true,true,true,true
U-0461,Phan Trang,Can Tho,30,CUS-0461,CUS-0461,SALARY_PLUS,APP,43000000.00,744,true,SKYJOY_RED,CXR,true,true,true,true
U-0462,Dang Hoa,Ha Noi,26,CUS-0462,CUS-0462,EMERGING_AFFLUENT,SMS,59000000.00,795,false,SKYJOY_RED,PQC,true,true,true,true
U-0463,Huynh Hanh,Da Nang,44,CUS-0463,CUS-0463,AFFLUENT,SMS,39000000.00,709,true,SKYJOY_PLATINUM,PQC,true,true,true,true
U-0464,Vu Bao,Ha Noi,34,CUS-0464,CUS-0464,EMERGING_AFFLUENT,APP,111000000.00,838,true,SKYJOY_GOLD,HAN,false,true,true,true
U-0465,Le Lan,Ho Chi Minh City,43,CUS-0465,CUS-0465,AFFLUENT,APP,78000000.00,625,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0466,Dang Khanh,Hai Phong,52,CUS-0466,CUS-0466,SALARY_PLUS,SMS,103000000.00,624,true,SKYJOY_PLATINUM,CXR,true,true,true,true
U-0467,Le Bao,Da Nang,34,CUS-0467,CUS-0467,EMERGING_AFFLUENT,APP,101000000.00,622,true,SKYJOY_GOLD,DAD,false,true,true,true
U-0468,Nguyen Lan,Nha Trang,46,CUS-0468,CUS-0468,SALARY_PLUS,BRANCH,83000000.00,801,true,SKYJOY_RED,CXR,true,true,true,true
U-0469,Le Hanh,Hai Phong,51,CUS-0469,CUS-0469,AFFLUENT,APP,85000000.00,698,true,SKYJOY_RED,HAN,true,true,true,true
U-0470,Huynh Minh,Nha Trang,41,CUS-0470,CUS-0470,SALARY_PLUS,BRANCH,82000000.00,690,false,SKYJOY_GOLD,PQC,false,true,true,true
U-0471,Nguyen Tuan,Da Nang,36,CUS-0471,CUS-0471,SALARY_PLUS,APP,68000000.00,788,true,SKYJOY_GOLD,CXR,false,true,true,true
U-0472,Bui Hoa,Can Tho,37,CUS-0472,CUS-0472,SALARY_PLUS,APP,57000000.00,774,true,SKYJOY_RED,HAN,true,true,true,true
U-0473,Bui Tuan,Nha Trang,34,CUS-0473,CUS-0473,SALARY_PLUS,APP,108000000.00,754,false,SKYJOY_RED,HAN,true,true,true,true
U-0474,Bui Giang,Da Nang,26,CUS-0474,CUS-0474,AFFLUENT,APP,36000000.00,806,true,SKYJOY_RED,PQC,false,true,true,true
U-0475,Hoang Quang,Nha Trang,62,CUS-0475,CUS-0475,EMERGING_AFFLUENT,APP,42000000.00,647,true,SKYJOY_RED,CXR,true,true,true,true
U-0476,Bui Vy,Hai Phong,36,CUS-0476,CUS-0476,SALARY_PLUS,APP,21000000.00,711,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0477,Bui Thao,Nha Trang,45,CUS-0477,CUS-0477,SALARY_PLUS,SMS,80000000.00,741,true,SKYJOY_RED,SGN,true,true,true,true
U-0478,Nguyen Khanh,Can Tho,36,CUS-0478,CUS-0478,SALARY_PLUS,SMS,26000000.00,665,false,SKYJOY_PLATINUM,CXR,true,true,true,true
U-0479,Huynh Quang,Ha Noi,49,CUS-0479,CUS-0479,YOUNG_FAMILY,SMS,95000000.00,808,false,SKYJOY_GOLD,PQC,true,true,true,true
U-0480,Bui Tuan,Hai Phong,24,CUS-0480,CUS-0480,AFFLUENT,APP,23000000.00,682,true,SKYJOY_RED,SGN,true,true,true,true
U-0481,Dang Bao,Ha Noi,40,CUS-0481,CUS-0481,YOUNG_FAMILY,APP,56000000.00,818,false,SKYJOY_RED,PQC,true,true,true,true
U-0482,Nguyen Trang,Ha Noi,51,CUS-0482,CUS-0482,YOUNG_FAMILY,APP,82000000.00,648,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0483,Phan Linh,Can Tho,23,CUS-0483,CUS-0483,SALARY_PLUS,APP,109000000.00,671,false,SKYJOY_RED,DAD,true,true,true,true
U-0484,Le Chi,Ho Chi Minh City,29,CUS-0484,CUS-0484,YOUNG_FAMILY,APP,28000000.00,754,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0485,Le Ngoc,Hai Phong,46,CUS-0485,CUS-0485,AFFLUENT,SMS,60000000.00,764,false,SKYJOY_GOLD,HAN,false,true,true,true
U-0486,Le Bao,Can Tho,41,CUS-0486,CUS-0486,EMERGING_AFFLUENT,SMS,75000000.00,693,true,SKYJOY_RED,HAN,false,true,true,true
U-0487,Nguyen Khanh,Ho Chi Minh City,51,CUS-0487,CUS-0487,YOUNG_FAMILY,SMS,87000000.00,826,true,SKYJOY_PLATINUM,HAN,true,true,true,true
U-0488,Vu Quang,Can Tho,50,CUS-0488,CUS-0488,AFFLUENT,APP,18000000.00,682,false,SKYJOY_RED,CXR,true,true,true,true
U-0489,Pham Bao,Ha Noi,31,CUS-0489,CUS-0489,AFFLUENT,SMS,22000000.00,657,false,SKYJOY_GOLD,CXR,true,true,true,true
U-0490,Tran Bao,Ho Chi Minh City,48,CUS-0490,CUS-0490,SALARY_PLUS,APP,54000000.00,776,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0491,Le Quang,Nha Trang,59,CUS-0491,CUS-0491,EMERGING_AFFLUENT,BRANCH,29000000.00,816,true,SKYJOY_RED,PQC,true,true,true,true
U-0492,Phan Tuan,Ho Chi Minh City,40,CUS-0492,CUS-0492,YOUNG_FAMILY,APP,106000000.00,840,true,SKYJOY_RED,CXR,true,true,true,true
U-0493,Pham Bao,Ho Chi Minh City,58,CUS-0493,CUS-0493,AFFLUENT,APP,106000000.00,774,false,SKYJOY_PLATINUM,DAD,true,true,true,true
U-0494,Huynh Khanh,Hai Phong,58,CUS-0494,CUS-0494,EMERGING_AFFLUENT,BRANCH,96000000.00,764,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0495,Le Hoa,Nha Trang,40,CUS-0495,CUS-0495,SALARY_PLUS,APP,21000000.00,739,true,SKYJOY_RED,HAN,true,true,true,true
U-0496,Phan Phuc,Ho Chi Minh City,43,CUS-0496,CUS-0496,EMERGING_AFFLUENT,APP,99000000.00,674,true,SKYJOY_RED,DAD,true,true,true,true
U-0497,Tran Lan,Da Nang,54,CUS-0497,CUS-0497,EMERGING_AFFLUENT,SMS,32000000.00,795,true,SKYJOY_RED,CXR,true,true,true,true
